1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207461690,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207462734,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207463784,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207463784,0,10,1,,0,0,0,0,0,0,0,0,0,,null
1505207463784,0,10,1,,0,0,0,0,0,0,0,0,0,,null
